-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 12/31/2025 in LST
Location: latitude  34.04   longitude -4.99 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 575.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2007,10,19,4.2221,18.74,59.57,4.88
2007,10,20,4.7508,19.99,55.88,4.55
2007,10,21,5.0066,20.76,44.08,2.83
2007,10,22,5.0275,19.6,38.88,3.84
2007,10,23,4.6613,18.22,38.05,4.35
2007,10,24,3.2374,17.63,50.15,5.52
2007,10,25,2.1883,14.77,84.44,4.65
2007,10,26,3.641,14.83,73.72,1.95
2007,10,27,4.3507,15.32,65.69,4.09
2007,10,28,2.9347,15.37,71.83,3.55
2007,10,29,3.8628,15.03,75.81,3.53
2007,10,30,4.5566,15.15,67.38,2.68
2007,10,31,3.6077,14.76,62.34,3.35
2007,11,1,4.5794,16.0,48.56,5.13
2007,11,2,4.4854,17.21,47.37,4.34
2007,11,3,4.2533,17.27,46.84,3.4
2007,11,4,4.2142,17.9,45.81,3.76
2007,11,5,4.4633,18.36,37.0,2.88
2007,11,6,4.3094,20.78,36.97,3.04
2007,11,7,4.2626,19.19,41.15,3.4
2007,11,8,4.3562,18.04,38.72,3.41
2007,11,9,3.925,17.12,40.46,2.55
2007,11,10,4.0882,17.47,42.46,2.36
2007,11,11,3.8693,17.21,41.95,2.88
2007,11,12,3.1099,17.69,49.37,3.31
2007,11,13,3.0118,17.25,54.2,2.39
2007,11,14,3.593,14.23,65.0,2.52
2007,11,15,3.8935,13.5,66.73,2.93
2007,11,16,3.5786,13.88,56.38,2.72
2007,11,17,3.047,14.89,43.44,2.74
2007,11,18,3.3979,16.0,44.3,3.25
2007,11,19,3.5578,17.32,39.22,5.09
2007,11,20,3.485,17.1,43.58,5.22
2007,11,21,1.4035,15.11,71.17,5.12
2007,11,22,1.9848,13.16,81.31,6.39
2007,11,23,2.2454,11.34,84.73,3.4
2007,11,24,0.9979,9.3,80.2,2.41
2007,11,25,1.331,10.21,81.59,2.61
2007,11,26,1.6478,9.32,84.02,1.74
2007,11,27,3.0293,9.29,73.17,2.37
2007,11,28,2.8166,10.07,68.32,2.36
2007,11,29,3.1814,10.36,66.26,2.5
2007,11,30,3.4284,10.46,58.37,2.38
2007,12,1,3.3413,10.6,60.88,2.57
2007,12,2,3.0499,10.78,76.08,2.03
2007,12,3,2.981,10.1,78.16,2.65
2007,12,4,3.4306,11.78,67.97,2.25
2007,12,5,3.4834,12.18,57.24,2.14
2007,12,6,3.457,12.15,54.9,2.16
2007,12,7,2.8157,11.69,79.98,2.94
2007,12,8,3.0914,11.9,84.61,2.2
2007,12,9,3.3398,13.13,73.74,2.33
2007,12,10,2.465,12.44,78.93,2.53
2007,12,11,3.4476,12.83,52.73,2.5
2007,12,12,3.2436,12.82,41.35,2.95
2007,12,13,3.4445,13.11,49.23,3.09
2007,12,14,3.4567,12.02,44.67,3.06
2007,12,15,3.3958,10.66,51.24,3.24
2007,12,16,2.8447,8.48,70.64,2.28
2007,12,17,2.9071,8.13,69.81,3.34
2007,12,18,2.8999,10.53,54.39,3.74
2007,12,19,1.9572,14.04,38.97,4.94
2007,12,20,2.5301,13.39,42.95,6.51
2007,12,21,1.3716,11.8,68.53,4.36
2007,12,22,1.6399,11.34,79.38,3.84
2007,12,23,2.3189,10.27,76.04,2.54
2007,12,24,2.0825,10.92,75.05,1.6
2007,12,25,2.9138,11.19,68.98,1.53
2007,12,26,1.5247,9.82,74.39,3.61
2007,12,27,2.8486,9.64,70.55,3.13
2007,12,28,3.2035,8.72,61.64,4.14
2007,12,29,3.4279,8.3,51.66,2.32
2007,12,30,3.4654,8.68,45.58,2.55
2007,12,31,3.3794,8.39,55.17,2.59
2008,1,1,3.307,9.39,49.16,2.06
2008,1,2,2.2416,9.96,52.84,6.05
2008,1,3,0.702,10.18,82.71,10.4
2008,1,4,1.4083,7.64,93.73,5.04
2008,1,5,2.591,8.14,83.24,2.64
2008,1,6,3.2914,10.97,84.23,2.05
2008,1,7,2.3676,12.12,81.61,2.04
2008,1,8,1.9555,11.18,78.04,2.19
2008,1,9,2.3302,10.38,84.15,1.98
2008,1,10,3.005,10.77,77.48,1.84
2008,1,11,3.234,9.43,74.99,3.43
2008,1,12,2.4782,9.84,85.24,2.63
2008,1,13,3.5174,9.74,69.97,3.68
2008,1,14,1.4633,8.86,79.86,4.31
2008,1,15,3.4481,9.27,80.38,2.41
2008,1,16,2.153,8.87,79.33,4.49
2008,1,17,2.993,11.2,82.65,2.58
2008,1,18,3.7375,12.96,65.95,2.21
2008,1,19,3.7666,15.16,61.63,3.44
2008,1,20,3.7565,14.71,59.55,2.84
2008,1,21,3.8107,13.47,63.11,2.53
2008,1,22,3.8633,13.74,58.53,2.36
2008,1,23,3.907,14.04,53.13,2.7
2008,1,24,3.6859,12.81,54.8,3.67
2008,1,25,3.4793,12.82,56.3,3.78
2008,1,26,3.6744,13.17,62.27,2.86
2008,1,27,3.685,12.12,62.37,2.86
2008,1,28,3.8971,11.43,58.16,3.26
2008,1,29,4.0222,11.61,56.84,2.65
2008,1,30,4.0056,11.72,55.36,2.52
2008,1,31,4.1261,11.22,59.1,2.33
2008,2,1,4.0277,10.32,68.34,2.99
2008,2,2,2.3182,9.71,80.5,2.27
2008,2,3,4.1767,9.31,69.89,3.25
2008,2,4,3.4927,10.16,75.37,2.93
2008,2,5,4.3774,12.35,56.42,2.54
2008,2,6,4.32,13.21,52.12,2.66
2008,2,7,4.254,13.22,48.11,4.01
2008,2,8,4.5122,13.75,45.53,4.5
2008,2,9,4.3608,13.96,44.55,4.54
2008,2,10,4.297,14.35,48.2,3.92
2008,2,11,3.2746,14.69,60.39,3.28
2008,2,12,3.6898,14.27,50.63,4.66
2008,2,13,3.6466,13.17,52.54,5.09
2008,2,14,2.6122,11.39,70.56,4.04
2008,2,15,4.331,12.96,66.88,3.46
2008,2,16,4.6759,15.28,54.54,3.7
2008,2,17,1.4093,15.95,67.28,4.2
2008,2,18,2.3976,14.57,74.42,5.03
2008,2,19,2.1533,13.29,81.8,3.75
2008,2,20,4.3277,12.92,76.27,2.43
2008,2,21,1.3452,13.22,78.06,2.52
2008,2,22,1.6426,12.95,85.6,2.87
2008,2,23,1.2358,13.4,80.89,3.2
2008,2,24,3.8357,14.73,67.41,3.78
2008,2,25,3.3674,12.84,73.47,2.74
2008,2,26,4.5264,13.43,66.7,4.67
2008,2,27,4.8588,14.51,62.02,3.05
2008,2,28,4.4827,13.25,68.18,3.28
2008,2,29,5.3074,13.15,65.85,2.39
2008,3,1,5.3647,13.72,60.76,4.5
2008,3,2,5.6453,15.69,50.27,3.29
2008,3,3,5.6635,15.56,54.14,3.49
2008,3,4,4.9258,15.76,58.94,2.04
2008,3,5,5.8802,10.86,62.83,4.26
2008,3,6,5.9928,9.46,51.2,2.54
2008,3,7,6.1037,10.73,52.24,2.83
2008,3,8,6.1356,11.58,54.03,2.83
2008,3,9,3.7476,9.77,77.12,3.86
2008,3,10,4.4971,10.63,78.19,2.68
2008,3,11,4.7534,13.84,69.21,2.57
2008,3,12,6.0754,17.43,57.31,2.42
2008,3,13,5.2054,18.98,51.37,3.26
2008,3,14,4.7359,20.34,46.55,4.6
2008,3,15,4.1479,15.94,65.62,4.1
2008,3,16,6.4702,14.7,63.93,2.24
2008,3,17,5.7734,14.66,56.91,3.71
2008,3,18,4.9906,12.81,72.62,2.92
2008,3,19,5.6938,12.61,69.84,3.13
2008,3,20,3.9706,11.61,74.48,3.4
2008,3,21,4.3226,11.14,73.24,2.64
2008,3,22,3.4718,11.57,77.9,7.38
2008,3,23,5.5061,9.41,68.41,5.96
2008,3,24,6.9814,9.75,51.87,3.05
2008,3,25,6.9571,10.9,60.72,2.71
2008,3,26,5.3364,10.88,75.5,3.82
2008,3,27,5.9983,12.07,70.92,3.09
2008,3,28,6.5438,14.5,65.41,2.0
2008,3,29,5.959,16.44,61.48,2.85
2008,3,30,4.0934,13.84,75.49,4.72
2008,3,31,7.0949,13.8,58.46,3.13
2008,4,1,7.2422,15.22,43.3,4.61
2008,4,2,7.3613,16.76,35.45,7.35
2008,4,3,7.3056,19.25,36.87,4.44
2008,4,4,7.393,19.34,39.81,2.97
2008,4,5,6.277,19.65,38.94,3.85
2008,4,6,6.8203,19.16,48.32,4.72
2008,4,7,3.4267,16.42,62.95,5.72
2008,4,8,5.6465,18.25,64.15,5.81
2008,4,9,5.5524,19.62,55.69,6.57
2008,4,10,2.6177,16.68,68.81,8.37
2008,4,11,4.4438,11.27,75.67,5.82
2008,4,12,6.1685,11.43,68.62,2.45
2008,4,13,7.6783,12.83,53.77,2.22
2008,4,14,5.6467,15.94,42.5,2.98
2008,4,15,5.8661,18.15,44.14,3.36
2008,4,16,4.6992,17.78,54.0,4.41
2008,4,17,3.3031,15.84,72.03,5.85
2008,4,18,2.9998,13.77,75.01,6.93
2008,4,19,4.9766,13.74,66.01,6.8
2008,4,20,3.647,12.41,74.8,8.38
2008,4,21,4.9495,12.78,71.34,4.43
2008,4,22,7.9301,14.8,59.29,2.51
2008,4,23,7.925,18.14,47.53,2.58
2008,4,24,7.9656,21.06,42.66,3.17
2008,4,25,7.889,23.41,39.9,4.0
2008,4,26,7.848,23.17,40.61,3.07
2008,4,27,7.5643,21.68,37.82,2.8
2008,4,28,7.9109,20.85,42.54,3.76
2008,4,29,7.4597,18.5,57.02,3.61
2008,4,30,7.3949,16.01,59.48,2.85
2008,5,1,7.2355,17.6,57.45,2.69
2008,5,2,7.1167,21.39,53.11,2.49
2008,5,3,6.5786,23.66,47.91,3.21
2008,5,4,7.2833,22.64,46.37,2.54
2008,5,5,7.6572,22.55,48.77,2.32
2008,5,6,6.2995,23.15,50.74,1.75
2008,5,7,6.2594,21.85,59.29,2.59
2008,5,8,4.0853,18.52,71.01,3.99
2008,5,9,5.4026,15.39,69.77,5.9
2008,5,10,4.1237,13.25,68.41,6.4
2008,5,11,3.8321,14.0,67.98,5.67
2008,5,12,4.2948,15.18,69.91,3.84
2008,5,13,8.0155,17.53,60.82,2.62
2008,5,14,7.405,18.21,61.29,3.28
2008,5,15,4.6063,16.33,66.23,2.53
2008,5,16,5.1614,17.02,67.57,3.54
2008,5,17,4.6598,16.12,69.43,3.98
2008,5,18,4.7911,14.54,70.95,6.43
2008,5,19,4.0812,15.48,69.46,6.4
2008,5,20,7.7429,17.06,62.86,3.61
2008,5,21,7.5062,18.6,64.95,3.16
2008,5,22,8.4437,19.11,58.81,3.0
2008,5,23,7.7916,19.85,58.22,3.75
2008,5,24,4.5233,16.9,68.85,3.98
2008,5,25,5.4679,15.5,65.27,4.0
2008,5,26,6.294,14.61,64.66,4.05
2008,5,27,3.09,13.16,75.53,5.51
2008,5,28,4.627,14.98,67.72,5.11
2008,5,29,8.6021,18.02,55.13,3.43
2008,5,30,6.8419,18.67,63.38,4.09
2008,5,31,5.7698,16.9,64.5,3.6
2008,6,1,7.6368,16.76,64.62,3.15
2008,6,2,8.6218,18.25,58.23,2.98
2008,6,3,8.6626,20.26,49.5,3.23
2008,6,4,8.5128,20.56,54.37,2.92
2008,6,5,8.7331,21.11,49.74,3.31
2008,6,6,8.6683,22.0,46.98,2.21
2008,6,7,8.3338,24.04,48.26,3.66
2008,6,8,8.5498,25.01,41.66,3.42
2008,6,9,8.353,22.65,47.56,4.12
2008,6,10,7.7436,21.43,49.06,3.12
2008,6,11,8.0213,22.23,46.01,2.46
2008,6,12,8.5183,23.96,44.74,2.98
2008,6,13,7.9548,25.58,42.82,3.41
2008,6,14,8.4643,27.32,38.2,3.0
2008,6,15,8.5822,26.03,36.49,4.06
2008,6,16,8.5742,22.42,51.5,4.02
2008,6,17,8.4732,22.77,52.52,2.83
2008,6,18,8.5466,26.12,42.1,2.93
2008,6,19,8.4497,26.58,43.74,2.79
2008,6,20,8.4072,26.24,46.43,2.56
2008,6,21,8.6623,28.15,35.65,2.72
2008,6,22,7.854,27.85,42.11,2.89
2008,6,23,7.5372,24.79,48.2,3.63
2008,6,24,8.4768,27.0,38.03,2.62
2008,6,25,8.2378,30.47,30.38,2.63
2008,6,26,7.8674,32.72,28.92,2.28
2008,6,27,8.2973,32.4,26.88,2.88
2008,6,28,8.6494,31.45,23.51,2.73
2008,6,29,8.6155,31.61,25.08,3.14
2008,6,30,7.5062,31.96,26.96,3.68
2008,7,1,8.4086,31.29,22.02,3.32
2008,7,2,8.453,30.86,20.68,4.03
2008,7,3,8.3057,25.83,40.74,3.87
2008,7,4,8.177,29.01,28.65,3.4
2008,7,5,8.1221,26.67,40.81,3.77
2008,7,6,8.2298,25.37,48.62,3.57
2008,7,7,8.3218,25.5,41.61,3.08
2008,7,8,8.045,29.85,28.88,2.65
2008,7,9,7.8456,32.0,27.83,2.19
2008,7,10,7.7664,30.53,31.46,3.96
2008,7,11,8.3057,27.44,39.93,3.55
2008,7,12,7.9399,24.81,49.0,4.4
2008,7,13,7.7789,25.01,41.6,3.58
2008,7,14,7.3656,26.11,43.5,3.07
2008,7,15,6.9206,28.42,45.36,5.56
2008,7,16,6.7195,28.37,42.62,4.37
2008,7,17,6.9948,30.64,37.71,3.98
2008,7,18,5.9035,32.18,24.78,4.68
2008,7,19,6.9842,32.75,28.46,3.67
2008,7,20,7.2283,29.7,42.15,3.5
2008,7,21,7.5912,31.17,32.45,3.07
2008,7,22,7.3735,34.27,19.09,3.88
2008,7,23,7.6978,33.48,26.21,4.5
2008,7,24,7.6882,29.12,39.74,3.87
2008,7,25,8.4401,27.27,36.35,3.4
2008,7,26,8.2514,27.61,39.75,3.64
2008,7,27,8.261,27.89,39.02,3.75
2008,7,28,8.1828,27.92,42.2,3.28
2008,7,29,7.3601,28.96,36.79,3.09
2008,7,30,7.5096,29.54,33.48,3.12
2008,7,31,8.0508,29.22,29.9,3.9
2008,8,1,8.3659,27.08,33.07,3.54
2008,8,2,8.0909,30.19,25.28,2.58
2008,8,3,7.5605,33.27,20.1,3.07
2008,8,4,7.0363,34.1,24.84,2.26
2008,8,5,7.5775,33.42,26.45,3.53
2008,8,6,7.8002,32.66,23.98,3.38
2008,8,7,7.6565,28.92,29.97,3.82
2008,8,8,8.0482,27.72,33.08,3.06
2008,8,9,7.7863,28.83,28.32,2.83
2008,8,10,7.6826,29.15,31.39,2.89
2008,8,11,7.4352,27.64,44.27,3.24
2008,8,12,7.7707,28.54,40.68,3.26
2008,8,13,7.1148,29.8,34.5,3.01
2008,8,14,7.2698,29.36,30.89,3.43
2008,8,15,7.7285,27.76,29.73,2.98
2008,8,16,7.6303,27.09,31.32,4.07
2008,8,17,7.5943,25.25,41.89,2.23
2008,8,18,6.9358,28.66,34.59,2.81
2008,8,19,7.1006,28.12,35.61,3.02
2008,8,20,7.1129,29.95,28.61,2.59
2008,8,21,6.7656,32.49,22.87,3.33
2008,8,22,5.5807,31.25,27.6,3.33
2008,8,23,6.6007,27.72,40.61,4.09
2008,8,24,7.5338,26.24,34.96,2.52
2008,8,25,7.2578,28.76,26.28,2.66
2008,8,26,6.9679,28.98,36.06,2.41
2008,8,27,6.5784,29.41,40.25,2.44
2008,8,28,6.6329,28.81,40.68,2.9
2008,8,29,6.7219,28.48,40.64,3.3
2008,8,30,6.6425,26.86,43.99,3.54
2008,8,31,6.5107,25.81,40.64,3.13
2008,9,1,6.8671,26.44,41.44,2.71
2008,9,2,7.0044,26.16,40.67,3.1
2008,9,3,4.3534,26.93,42.0,3.02
2008,9,4,6.5285,25.97,47.32,5.07
2008,9,5,6.8587,23.1,54.12,3.65
2008,9,6,6.8148,23.85,57.44,3.45
2008,9,7,6.7313,24.09,57.01,2.73
2008,9,8,5.1734,25.78,50.67,3.01
2008,9,9,5.5745,23.56,65.62,3.53
2008,9,10,5.3225,22.55,70.62,2.82
2008,9,11,5.8402,22.87,68.96,2.63
2008,9,12,5.9983,23.35,56.73,2.66
2008,9,13,6.1877,25.04,47.72,2.74
2008,9,14,6.3586,26.4,42.3,3.06
2008,9,15,6.5006,26.22,38.31,2.56
2008,9,16,5.8802,24.11,47.35,2.91
2008,9,17,6.0178,23.67,49.98,1.98
2008,9,18,4.0123,22.64,46.1,3.27
2008,9,19,4.5883,23.92,61.88,3.37
2008,9,20,5.0203,26.85,51.0,3.27
2008,9,21,4.6294,24.5,68.05,3.94
2008,9,22,5.5985,21.37,66.06,3.52
2008,9,23,3.9948,20.46,66.68,4.62
2008,9,24,5.5481,20.45,67.7,2.64
2008,9,25,5.1595,21.61,63.18,2.79
2008,9,26,3.5143,19.97,70.01,2.11
2008,9,27,4.7551,20.73,69.44,2.65
2008,9,28,4.3654,20.75,65.26,2.5
2008,9,29,4.6078,18.66,65.85,1.79
2008,9,30,4.1724,19.0,65.33,4.3
2008,10,1,5.6652,20.32,55.72,2.92
2008,10,2,5.7022,20.68,55.28,3.1
2008,10,3,5.2301,18.51,68.7,2.99
2008,10,4,5.7137,20.88,55.08,2.61
2008,10,5,5.3306,21.73,50.28,3.04
2008,10,6,5.0335,21.35,60.15,2.56
2008,10,7,3.9406,18.94,75.33,2.87
2008,10,8,3.0252,16.92,74.79,3.92
2008,10,9,3.0552,14.33,70.83,2.9
2008,10,10,1.3699,18.16,68.38,6.33
2008,10,11,3.8959,19.65,52.79,4.23
2008,10,12,4.4191,19.61,50.27,3.03
2008,10,13,3.4654,20.76,55.55,3.53
2008,10,14,3.2995,17.55,74.36,2.23
2008,10,15,3.1428,17.53,71.25,3.1
2008,10,16,4.7359,19.33,57.59,2.58
2008,10,17,4.6944,18.75,57.71,2.43
2008,10,18,4.1354,17.76,68.23,2.2
2008,10,19,3.395,18.68,69.85,2.8
2008,10,20,3.9564,18.18,66.36,2.66
2008,10,21,3.7637,16.98,71.24,2.22
2008,10,22,2.1602,14.97,83.37,3.34
2008,10,23,1.7856,15.7,77.33,2.11
2008,10,24,2.8584,15.81,73.57,2.34
2008,10,25,1.6212,15.84,84.55,3.96
2008,10,26,1.3313,15.37,86.02,3.09
2008,10,27,3.6778,16.5,69.23,2.52
2008,10,28,1.1354,12.71,84.56,6.29
2008,10,29,3.4882,10.38,75.71,4.2
2008,10,30,4.4782,9.5,73.31,3.01
2008,10,31,2.1125,12.87,66.44,8.87
2008,11,1,1.08,10.92,81.65,5.23
2008,11,2,1.8038,10.41,81.43,6.44
2008,11,3,1.9087,9.43,85.41,5.14
2008,11,4,1.5773,10.87,83.43,7.22
2008,11,5,1.919,12.26,86.83,5.45
2008,11,6,3.7822,12.44,82.74,2.03
2008,11,7,3.8508,12.15,76.69,2.16
2008,11,8,4.158,12.73,76.89,1.81
2008,11,9,4.2101,13.5,65.97,3.04
2008,11,10,4.1897,14.48,58.73,3.68
2008,11,11,3.3708,13.38,69.03,2.7
2008,11,12,3.6893,12.79,78.16,2.92
2008,11,13,4.0466,11.18,72.86,2.19
2008,11,14,4.098,11.54,60.79,2.13
2008,11,15,4.0956,11.61,59.94,3.02
2008,11,16,3.9598,12.1,63.33,4.8
2008,11,17,3.9814,12.96,69.14,4.89
2008,11,18,4.0462,12.4,66.52,3.17
2008,11,19,2.7977,11.6,68.29,2.84
2008,11,20,2.8596,11.61,70.79,4.92
2008,11,21,3.0708,12.27,67.75,3.55
2008,11,22,3.6058,11.14,73.26,3.17
2008,11,23,1.4292,11.04,85.97,2.98
2008,11,24,2.1418,11.75,82.3,5.67
2008,11,25,1.1546,8.91,89.81,4.97
2008,11,26,2.669,7.28,80.0,2.08
2008,11,27,1.775,6.84,85.13,2.49
2008,11,28,1.3097,7.01,82.81,6.36
2008,11,29,0.9396,8.13,86.07,9.01
2008,11,30,1.3997,8.36,87.75,8.82
2008,12,1,1.3097,7.48,92.05,6.16
2008,12,2,2.6743,5.19,85.62,4.3
2008,12,3,2.3825,4.73,76.12,4.24
2008,12,4,1.4246,6.68,87.78,6.53
2008,12,5,1.8799,9.87,89.99,3.68
2008,12,6,2.9995,10.81,84.6,1.98
2008,12,7,2.783,11.15,78.53,2.23
2008,12,8,1.6565,11.17,85.78,3.3
2008,12,9,1.3145,9.74,91.68,5.52
2008,12,10,1.6685,7.8,90.58,4.48
2008,12,11,2.8915,6.52,85.41,3.31
2008,12,12,1.4623,6.31,89.82,3.96
2008,12,13,1.3937,7.85,86.32,7.43
2008,12,14,0.9878,9.23,92.19,10.44
2008,12,15,2.5687,5.18,87.67,5.39
2008,12,16,1.649,4.94,89.6,5.75
2008,12,17,1.7364,8.08,90.76,5.06
2008,12,18,3.0955,7.94,79.85,1.88
2008,12,19,3.336,8.81,66.65,3.39
2008,12,20,3.4066,9.52,70.53,4.97
2008,12,21,3.4282,9.87,67.87,4.08
2008,12,22,3.0785,9.7,69.12,2.91
2008,12,23,3.1824,9.65,68.01,2.55
2008,12,24,2.6038,9.43,71.82,3.03
2008,12,25,2.8205,8.56,82.45,3.09
2008,12,26,2.7749,8.65,83.55,3.89
2008,12,27,3.071,10.54,69.12,3.32
2008,12,28,0.8225,10.69,83.04,5.63
2008,12,29,2.5798,11.42,83.2,2.41
2008,12,30,2.3186,12.63,71.37,3.78
2008,12,31,0.743,11.68,84.51,2.72
2009,1,1,1.8818,11.88,85.93,2.76
2009,1,2,1.4762,11.37,83.22,4.03
2009,1,3,1.1695,10.67,91.86,5.68
2009,1,4,1.8031,9.5,91.18,4.79
2009,1,5,1.489,9.22,90.91,3.11
2009,1,6,1.3589,7.84,94.29,2.96
2009,1,7,1.2302,5.58,92.73,3.14
2009,1,8,1.56,4.68,91.49,4.67
2009,1,9,2.7322,5.41,85.81,2.59
2009,1,10,2.4564,4.72,80.98,2.11
2009,1,11,2.2884,4.11,87.93,3.37
2009,1,12,2.6966,6.15,84.8,2.21
2009,1,13,3.1517,7.26,79.39,4.05
2009,1,14,2.4466,8.44,85.43,3.57
2009,1,15,3.1416,9.18,73.47,2.43
2009,1,16,1.315,8.59,72.98,2.51
2009,1,17,2.0126,7.75,81.23,2.32
2009,1,18,2.5356,7.66,88.07,2.18
2009,1,19,1.9649,8.98,83.83,4.05
2009,1,20,1.3478,7.3,91.52,7.22
2009,1,21,3.1462,4.7,87.11,5.76
2009,1,22,2.0904,8.03,79.15,5.05
2009,1,23,1.6752,11.48,82.0,7.27
2009,1,24,1.501,12.18,93.67,6.11
2009,1,25,1.5173,10.83,90.65,7.28
2009,1,26,2.4986,7.6,87.47,6.34
2009,1,27,2.5423,7.82,87.69,3.55
2009,1,28,3.1325,9.2,80.56,1.96
2009,1,29,4.0471,10.54,63.0,2.52
2009,1,30,4.2226,11.17,64.25,4.4
2009,1,31,2.0321,7.37,87.19,5.96
2009,2,1,1.051,8.09,83.69,8.01
2009,2,2,1.3567,9.64,88.44,9.43
2009,2,3,2.1098,9.46,87.72,6.74
2009,2,4,2.0971,9.2,85.16,6.38
2009,2,5,1.9366,8.5,82.13,8.37
2009,2,6,2.0189,6.75,91.55,6.17
2009,2,7,1.5895,6.14,94.43,7.42
2009,2,8,3.1898,8.37,86.62,4.81
2009,2,9,4.4405,11.42,64.81,2.47
2009,2,10,3.9062,11.07,77.15,2.9
2009,2,11,4.4138,12.63,70.75,2.35
2009,2,12,4.7347,12.75,60.16,2.04
2009,2,13,4.9099,12.52,57.14,2.56
2009,2,14,4.1986,13.62,60.78,2.75
2009,2,15,3.8335,13.37,67.51,2.79
2009,2,16,3.829,12.08,71.78,2.7
2009,2,17,4.3349,11.75,69.08,2.73
2009,2,18,4.9694,11.86,70.76,2.23
2009,2,19,4.9853,12.68,69.39,2.02
2009,2,20,3.451,11.93,75.08,2.88
2009,2,21,4.385,11.08,71.12,3.24
2009,2,22,5.2606,11.68,63.57,2.84
2009,2,23,5.4437,12.83,55.47,3.37
2009,2,24,5.3825,13.14,52.47,2.46
2009,2,25,5.2318,13.62,58.58,3.88
2009,2,26,3.3118,13.46,62.48,4.79
2009,2,27,3.6886,12.31,70.82,3.91
2009,2,28,1.6836,11.14,83.56,3.5
2009,3,1,2.6906,11.36,85.36,3.74
2009,3,2,3.162,11.91,85.07,2.34
2009,3,3,3.3919,9.39,80.99,4.05
2009,3,4,1.8331,9.06,88.85,9.16
2009,3,5,2.3309,10.76,89.64,10.42
2009,3,6,2.4929,10.28,90.19,6.92
2009,3,7,3.7697,12.79,80.04,2.45
2009,3,8,5.201,15.31,69.89,3.24
2009,3,9,4.765,16.19,65.18,2.18
2009,3,10,4.3234,16.22,75.31,2.36
2009,3,11,5.5356,17.21,68.75,3.25
2009,3,12,5.225,17.81,66.03,4.14
2009,3,13,5.6237,18.44,62.93,4.43
2009,3,14,5.453,18.66,61.78,2.71
2009,3,15,5.7074,18.28,61.78,2.42
2009,3,16,5.6285,17.78,65.23,4.75
2009,3,17,6.1656,14.81,62.47,8.13
2009,3,18,6.3382,16.33,62.26,5.15
2009,3,19,5.9566,16.54,67.78,2.54
2009,3,20,5.97,15.49,71.92,2.73
2009,3,21,5.6798,15.72,66.08,2.0
2009,3,22,5.7641,14.75,65.11,5.72
2009,3,23,6.0977,17.6,61.13,4.75
2009,3,24,5.7014,16.96,59.66,5.1
2009,3,25,5.7401,16.9,62.85,3.4
2009,3,26,6.4121,17.06,63.44,2.8
2009,3,27,3.8134,16.45,76.45,1.67
2009,3,28,2.0513,12.79,89.07,5.07
2009,3,29,2.275,8.8,84.04,7.06
2009,3,30,3.1802,8.21,80.27,5.9
2009,3,31,4.7184,9.87,77.39,3.27
2009,4,1,4.7153,10.41,75.86,3.52
2009,4,2,5.2891,10.53,75.53,2.49
2009,4,3,6.9362,11.68,70.36,2.2
2009,4,4,7.043,15.28,56.81,2.2
2009,4,5,6.9046,17.86,51.76,2.69
2009,4,6,5.4686,17.8,63.4,3.94
2009,4,7,5.3309,11.95,77.9,4.98
2009,4,8,7.5689,12.7,59.3,2.57
2009,4,9,7.4971,15.45,59.49,2.81
2009,4,10,4.1374,12.09,78.84,5.46
2009,4,11,2.9978,11.02,81.9,6.56
2009,4,12,5.7706,11.25,80.29,4.56
2009,4,13,6.4102,12.25,71.1,2.28
2009,4,14,5.4451,13.23,77.79,4.3
2009,4,15,3.9619,11.75,80.73,6.42
2009,4,16,4.4047,11.12,83.81,4.96
2009,4,17,5.1727,12.0,78.77,3.16
2009,4,18,3.2206,11.88,86.21,4.71
2009,4,19,4.3226,12.93,83.77,6.03
2009,4,20,7.1724,13.46,72.11,2.79
2009,4,21,7.5413,14.99,67.13,2.35
2009,4,22,7.9742,16.69,56.0,3.6
2009,4,23,8.0933,18.57,54.22,4.42
2009,4,24,7.5192,21.58,55.68,4.22
2009,4,25,4.5449,14.36,77.87,6.19
2009,4,26,3.5846,9.83,81.37,7.52
2009,4,27,7.1179,11.04,73.66,2.78
2009,4,28,7.7659,12.27,73.08,2.78
2009,4,29,7.9147,14.05,74.08,2.25
2009,4,30,7.0459,14.08,77.78,3.23
2009,5,1,7.7801,15.28,71.83,2.68
2009,5,2,8.1924,17.23,60.09,8.33
2009,5,3,7.1345,20.0,59.35,4.41
2009,5,4,6.3864,20.59,63.75,1.7
2009,5,5,7.8398,20.43,61.44,3.41
2009,5,6,8.2517,20.08,56.73,5.13
2009,5,7,8.2699,22.27,53.06,3.02
2009,5,8,6.9979,23.24,55.82,3.03
2009,5,9,4.134,20.12,67.32,4.41
2009,5,10,7.728,19.9,66.32,2.91
